iter	Logloss
426	0.3564355015
427	0.3563309281
428	0.3562714881
429	0.3561947625
430	0.3561005961
431	0.3560478646
432	0.3559734111
433	0.3558846259
434	0.3557889511
435	0.3556757424
436	0.355580582
437	0.3555008832
438	0.355409002
439	0.3553703845
440	0.3552843495
441	0.3552295576
442	0.3551359189
443	0.3550404453
444	0.3549274462
445	0.3548272551
446	0.3546843682
447	0.3545958257
448	0.354499862
449	0.3543866967
450	0.3542508743
451	0.3542043457
452	0.3541110504
453	0.3540282332
454	0.3539552713
455	0.3538663132
456	0.353744364
457	0.35365676
458	0.3535797443
459	0.3535039764
460	0.3533825894
461	0.3532992555
462	0.3531786564
463	0.3531178428
464	0.353017951
465	0.3529247125
466	0.3528215474
467	0.3527345183
468	0.3526332836
469	0.3525752906
470	0.3524599019
471	0.3524049923
472	0.352276921
473	0.3521555885
474	0.3521334086
475	0.3520434427
476	0.3520307298
477	0.3519248646
478	0.3518092057
479	0.351686539
480	0.3515789236
481	0.3514833493
482	0.3514194442
483	0.3513064388
484	0.3512333931
485	0.3511352297
486	0.351030711
487	0.3508965353
488	0.3507978109
489	0.3507177819
490	0.3506529323
491	0.3505926274
492	0.3504941468
493	0.3503871469
494	0.3503166194
495	0.3502130256
496	0.350145753
497	0.3500815929
498	0.3500168893
499	0.3499059375
500	0.3497829369
501	0.3496747023
502	0.3495784152
503	0.3494973926
504	0.3494137087
505	0.3493253627
506	0.3491978522
507	0.3491102195
508	0.3490204152
509	0.3489594755
510	0.3488920765
511	0.3488010157
512	0.3486984312
513	0.3486206535
514	0.3485131905
515	0.3484236975
516	0.3483470389
517	0.3482549592
518	0.3481468923
519	0.3480427025
520	0.3479420583
521	0.3478954578
522	0.3478083478
523	0.3477134228
524	0.3476333746
525	0.3475482055
526	0.3474674802
527	0.3473948361
528	0.3473095071
529	0.3472175293
530	0.3471427022
531	0.3471307828
532	0.3470458206
533	0.3469511594
534	0.3468650712
535	0.3467757795
536	0.3466784587
537	0.3466137527
538	0.3465304016
539	0.3464423841
540	0.3463641955
541	0.3462955187
542	0.3461970085
543	0.3461002937
544	0.3460108146
545	0.3459414484
546	0.3458669567
547	0.3458293004
548	0.3457312473
549	0.3456260746
550	0.345532384
551	0.3454505315
552	0.3454235575
553	0.3454016751
554	0.3452951948
555	0.3452218907
556	0.3451518224
557	0.3450752776
558	0.3449548185
559	0.3448313088
560	0.3447677987
561	0.3446680776
562	0.3445349323
563	0.3444505644
564	0.3443747102
565	0.34430144
566	0.3442105312
567	0.344174351
568	0.3440592675
569	0.3439875101
570	0.3439083865
571	0.3437844871
572	0.3437403003
573	0.3436838195
574	0.3435784041
575	0.3434949678
576	0.3434103038
577	0.3433376803
578	0.3432161412
579	0.3431742445
580	0.3430662825
581	0.3430041057
582	0.342951627
583	0.3428645779
584	0.3427916294
585	0.3427020922
586	0.3426347067
587	0.3425513802
588	0.3424949811
589	0.3423868566
590	0.3422888392
591	0.3421981105
592	0.3421063566
593	0.3419979666
594	0.3419077281
595	0.3418328284
596	0.3417247608
597	0.3416881138
598	0.3416133702
599	0.3415199257
600	0.3414612256
601	0.3413932271
602	0.3413071928
603	0.3412328894
604	0.3411848435
605	0.3411145127
606	0.3410666667
607	0.3410029979
608	0.3409183286
609	0.3408754617
610	0.340814065
611	0.3407834082
612	0.3406808592
613	0.3406202489
614	0.3405203285
615	0.3404549524
616	0.3403489666
617	0.3402546636
618	0.340187204
619	0.3400723916
620	0.3399676659
621	0.3399118455
622	0.3398476404
623	0.3397353216
624	0.3396362941
625	0.3395299045
626	0.3394442719
627	0.3393528234
628	0.3392629374
629	0.3391939632
630	0.339086097
631	0.3390101411
632	0.3389712108
633	0.3388837562
634	0.3387984493
635	0.3387121583
636	0.3386184034
637	0.3385523183
638	0.3384728261
639	0.3383685621
640	0.3382991187
641	0.3382093691
642	0.3380979961
643	0.3380010254
644	0.3379335452
645	0.3378407131
646	0.3377854096
647	0.3377263066
648	0.3376180581
649	0.3375374251
650	0.3374615209
651	0.3373926495
652	0.337320612
653	0.3372545186
654	0.3371724249
655	0.3370800454
656	0.3370111552
657	0.3369513185
658	0.3368563896
659	0.3367740409
660	0.3366654578
661	0.336607048
662	0.3365176273
663	0.3364097291
664	0.3363259692
665	0.3362652503
666	0.3361921687
667	0.336125897
668	0.3360357315
669	0.3359586854
670	0.3358852392
671	0.3358461148
672	0.335766474
673	0.3356991061
674	0.3356472534
675	0.335552118
676	0.3354856296
677	0.3353935488
678	0.3353220605
679	0.3352292497
680	0.3351698568
681	0.335088983
682	0.3350562332
683	0.3349773698
684	0.3349268039
685	0.3348219461
686	0.3347688059
687	0.3347229495
688	0.3346630708
689	0.3345831871
690	0.33454972
691	0.3344413496
692	0.3343872928
693	0.3342990718
694	0.3342094711
695	0.3341339747
696	0.3340847216
697	0.334020179
698	0.3339424302
699	0.3338816193
700	0.3337800878
701	0.3337180707
702	0.3336555182
703	0.3335772315
704	0.3335110872
705	0.3334134748
706	0.3333382319
707	0.3332927024
708	0.3332481569
709	0.3331755252
710	0.333079441
711	0.3329987919
712	0.3329043585
713	0.3328082501
714	0.3327413989
715	0.3326890528
716	0.3326181073
717	0.3325344144
718	0.3324571257
719	0.3323548594
720	0.3322909209
721	0.332233121
722	0.3321599736
723	0.3320967635
724	0.3320139764
725	0.3319547112
726	0.3318676214
727	0.3317915029
728	0.331699433
729	0.3316269444
730	0.3315615622
731	0.3315079167
732	0.3314435873
733	0.3313636817
734	0.3312872234
735	0.3312182375
736	0.3311492447
737	0.3310986058
738	0.3310346563
739	0.3309849777
740	0.3309233969
741	0.3308527856
742	0.3307685233
743	0.3307275723
744	0.3306597065
745	0.3305814397
746	0.3305217621
747	0.3304458426
748	0.3303715171
749	0.3302847887
750	0.3302084878
751	0.3301469033
752	0.3300914643
753	0.3300288223
754	0.3299295523
755	0.3298446697
756	0.3297591814
757	0.3296727401
758	0.3295897395
759	0.3295223826
760	0.3294432565
761	0.3293934207
762	0.3293186885
763	0.3292619579
764	0.3291903448
765	0.3291065335
766	0.3290418912
767	0.3289786992
768	0.3289064736
769	0.3288350211
770	0.3287546066
771	0.3286648722
772	0.3285780377
773	0.3284972062
774	0.3284310349
775	0.3283610608
776	0.3282779077
777	0.3282150506
778	0.3281342884
779	0.3280488926
780	0.3279871007
781	0.327916019
782	0.3278417833
783	0.3278237697
784	0.3277518719
785	0.3276543898
786	0.3275776465
787	0.3274639564
788	0.3274132966
789	0.3273248344
790	0.3272652544
791	0.3271839406
792	0.3270983271
793	0.3270207362
794	0.3269814867
795	0.3269020659
796	0.326828349
797	0.3267773866
798	0.3266942964
799	0.3266498173
800	0.3265651901
801	0.3264837969
802	0.3264411458
803	0.326350931
804	0.3262760879
805	0.3262211955
806	0.326145159
807	0.3260792608
808	0.3260090082
809	0.3259427259
810	0.3258761912
811	0.3258097067
812	0.3257384996
813	0.325688401
814	0.325604551
815	0.3255447599
816	0.3254469473
817	0.3253726313
818	0.3253101908
819	0.3252616681
820	0.3251574263
821	0.3250721427
822	0.3250075584
823	0.3249400073
824	0.3248882805
825	0.3248175474
826	0.3247410242
827	0.3246916982
828	0.324640702
829	0.3245828064
830	0.3245547717
831	0.3244610194
832	0.3243872273
833	0.3243178855
834	0.3242436092
835	0.3241647083
836	0.3241022204
837	0.3240470534
838	0.3239932512
839	0.3239189787
840	0.3238489677
841	0.3237677066
842	0.3237227087
843	0.3236620749
844	0.3235960812
845	0.3234667604
846	0.3233985608
847	0.3233248251
848	0.3232635167
849	0.323177404
850	0.3231270094
851	0.3230696182
852	0.3230153651
853	0.3229454643
854	0.3228702876
855	0.322797734
856	0.3227501301
857	0.3226794412
858	0.3226244562
859	0.3225347111
860	0.3224770794
861	0.3224333764
862	0.3223647987
863	0.3222691841
864	0.3222136859
865	0.3221503101
866	0.3220884929
867	0.3220239908
868	0.321967826
869	0.3219373631
870	0.3218484308
871	0.3218120767
872	0.3217278368
873	0.3216968928
874	0.3216040261
875	0.3215109539
876	0.3214306836
877	0.3213847088
878	0.3213382834
879	0.3212519232
880	0.3212010759
881	0.3211176284
882	0.3210731368
883	0.320974881
884	0.3209074781
885	0.32083657
886	0.3207700431
887	0.3206964106
888	0.3206192166
889	0.3205707794
890	0.3205320092
891	0.3204531928
892	0.320353951
893	0.3202965821
894	0.3202195884
895	0.3201781481
896	0.3201026206
897	0.3200491733
898	0.319990225
899	0.319940804
900	0.319889741
901	0.3198531121
902	0.3198207807
903	0.3197458353
904	0.3196616767
905	0.3196103076
906	0.3195481584
907	0.3195133558
908	0.3194499558
909	0.319409235
910	0.3193305193
911	0.3192684407
912	0.3191840859
913	0.3191185903
914	0.3190382373
915	0.3190148602
916	0.3189371949
917	0.3188652097
918	0.318784118
919	0.3186870383
920	0.3186188838
921	0.3185535392
922	0.3184928025
923	0.3184323546
924	0.3183677373
925	0.3183192668
926	0.3182878253
927	0.3182041197
928	0.3181156689
929	0.3180738963
930	0.3180132006
931	0.317957601
932	0.3178798069
933	0.3178381081
934	0.317747406
935	0.3177044603
936	0.3176562114
937	0.3176225245
938	0.3175474988
939	0.3174771147
940	0.3174215982
941	0.3173838637
942	0.317323991
943	0.3172517061
944	0.3171955038
945	0.3171345434
946	0.3170886943
947	0.3170554598
948	0.3169792991
949	0.3168979106
950	0.316825997
951	0.3167775996
952	0.3166959019
953	0.3166290055
954	0.3165869189
955	0.3165203264
956	0.3164458112
957	0.3163779297
958	0.3163154493
959	0.3162382214
960	0.3162028424
961	0.3161387924
962	0.3160760627
963	0.316016693
964	0.3159391424
965	0.3158736932
966	0.3158039278
967	0.3157278673
968	0.3156466651
969	0.3155759552
970	0.3155343931
971	0.3154782423
972	0.3154161735
973	0.3153308069
974	0.3152776701
975	0.3151862885
976	0.3151226411
977	0.3150504683
978	0.3150023302
979	0.3149518203
980	0.3148809679
981	0.314821618
982	0.314731792
983	0.3146613593
984	0.3145786189
985	0.3145147555
986	0.3144538295
987	0.3144047324
988	0.3143362098
989	0.3142264005
990	0.3141580188
991	0.3141007112
992	0.3140251794
993	0.3139489775
994	0.3138888931
995	0.3138743575
996	0.3138201339
997	0.313722233
998	0.3136697705
999	0.3136083149
